field,value,source_doi,source_pdf,char_span
ionization_method,MS,10.1373/clinchem.2019.305631,10_1373_clinchem_2019_305631.pdf,"[7089, 7091]"
sample_type,protein,10.1373/clinchem.2019.305631,10_1373_clinchem_2019_305631.pdf,"[7078, 7085]"
sample_type,Immunoprecipitation immunofixation (IP-IFE),10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[980, 1023]"
instrument,21T FT-ICR,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[1982, 1992]"
instrument,Q Exactive HF,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[1994, 2007]"
instrument,Orbitrap Fusion Lumos,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[2009, 2030]"
instrument,Orbitrap Eclipse,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[2036, 2052]"
ionization_method,novo sequencing,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[1910, 1925]"
sample_type,gamma-zone monoclonal immunoglobulin (M-protein) species,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[2337, 2393]"
software_tools,Xcalibur Qual Browser,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[2106, 2127]"
software_tools,ProSight Lite,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[2129, 2142]"
software_tools,TDValidator,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[2148, 2159]"
sample_type,"gammopathy in the gamma zone, which included two truncated species",10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[7941, 8007]"
sample_type,myeloma proteins,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[9199, 9215]"
facility,Clinical Haematology Department,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[9666, 9697]"
instrument,Sebia Hydrasys Scan 2,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[10746, 10767]"
sample_type,patients' serum,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[10136, 10152]"
sample_type,Immunoglobulins,10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[11191, 11206]"
instrument,Ultimate 3000 nanoLC (Thermo Scientific),10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[11911, 11951]"
instrument,"FTMS (Q Exactive HF, Thermo Scienti fi c)",10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[12036, 12077]"
instrument,Nanospray Flex ion source (Thermo Scienti fi c),10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[12165, 12212]"
instrument,Orbitrap Eclipse Tribrid (Thermo Scienti fi c),10.1515/cclm-2020-1072,10_1515_cclm-2020-1072.pdf,"[12228, 12274]"
ionization_method,FTICR,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[78, 83]"
sample_type,humic acids (HA),10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[167, 183]"
facility,"the laboratory of Dr. Irina Perminova (Lomonosov MSU, Moscow, Russia)",10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[748, 817]"
sample_type,HS samples,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[1067, 1077]"
ionization_method,Standard ESI in negative mode,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[2449, 2478]"
sample_type,HS molecular analysis,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[2248, 2269]"
instrument,FTICR MS,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[3084, 3092]"
sample_type,raw mass lists,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[3332, 3346]"
software_tools,Transhumus software based on the open-source R environment,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[3453, 3511]"
sample_type,SRHA sample,10.1515/pac-2019-0809,10_1515_pac-2019-0809.pdf,"[6642, 6653]"
instrument,21 Tesla Fourier transform ion cyclotron resonance mass spectrometer,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[1822, 1877]"
ionization_method,21 T FT-ICR MS,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[2064, 2078]"
sample_type,plasma cell disorders,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[2890, 2911]"
sample_type,monoclonal immunoglobulin light chains,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[3728, 3766]"
sample_type,Hb variants,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[5497, 5508]"
instrument,21 T FT-ICR MS,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[6265, 6279]"
instrument,lower-field FT-ICR MS,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[6614, 6635]"
instrument,Orbitrap MS,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[6640, 6651]"
instrument,orbitrap,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[7605, 7613]"
instrument,21 T esla Fourier transform ion cyclotron resonance,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[10669, 10720]"
sample_type,monoclonal immunoglobulin light chains in human serum,10.21037/atm.2019.12.67,10_21037_atm_2019_12_67.pdf,"[10764, 10817]"
instrument,Fourier-transform ion cyclotron resonance Mass Spectrometer (FT-ICRMS),10.21203/rs.3.rs-186208/v1,10_21203_rs_3_rs-186208_v1.pdf,"[1711, 1781]"
sample_type,Lipid,10.21203/rs.3.rs-186208/v1,10_21203_rs_3_rs-186208_v1.pdf,"[1553, 1558]"
facility,"National High Magnetic Field Laboratory (Florida State University, Tallahassee, FL)",10.21203/rs.3.rs-186208/v1,10_21203_rs_3_rs-186208_v1.pdf,"[1611, 1694]"
instrument,hybrid linear quadrupole ion trap/FTICR MS (LTQ-FT),10.21203/rs.3.rs-186208/v1,10_21203_rs_3_rs-186208_v1.pdf,"[1852, 1902]"
ionization_method,electrospray ionization (ESI),10.21203/rs.3.rs-186208/v1,10_21203_rs_3_rs-186208_v1.pdf,"[2095, 2124]"
software_tools,in-house software,10.21203/rs.3.rs-186208/v1,10_21203_rs_3_rs-186208_v1.pdf,"[2238, 2255]"
sample_type,gas samples,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[3789, 3800]"
sample_type,standard gases,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[3824, 3838]"
instrument,"VP detectors; Shimadzu, Japan",10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[8666, 8695]"
sample_type,fatty acid concentrations,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[8723, 8748]"
facility,"Chair of Soil Science (TU München, Germany)",10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[10523, 10566]"
sample_type,soil samples,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[10974, 10986]"
software_tools,Recoil,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[11811, 11817]"
instrument,Illumina MiSeq sequencing system,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[13893, 13926]"
facility,Microsynth AG (Switzerland),10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[13817, 13844]"
software_tools,"nf-core/ampliseq v1.1.2, Nextflow v20.10",10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[14259, 14282]"
software_tools,Cutadapt v2.6,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[14631, 14644]"
software_tools,DADA2 version 1.10.0,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[14750, 14772]"
software_tools,QIIME2 version 2019.10.0,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[14703, 14727]"
sample_type,16S rRNA (gene) sequences,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[15307, 15332]"
software_tools,"PICRUSt2 version 2.2.0-b, MinPath",10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[15964, 15988]"
instrument,FT-ICR MS,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[16436, 16442]"
sample_type,Soil extracts and DOM in the porewater,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[16456, 16494]"
instrument,custom-built FT-ICR mass spectrometer,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[17819, 17856]"
ionization_method,negative ion electrospray ionization,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[17622, 17658]"
sample_type,samples,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[17289, 17295]"
software_tools,Predator,10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[17963, 17971]"
software_tools,custom software (PetroOrg),10.21203/rs.3.rs-691992/v1,10_21203_rs_3_rs-691992_v1.pdf,"[19549, 19574]"
instrument,FT-ICR MS,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[859, 868]"
instrument,Specim Single Core Scanner,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[7682, 7708]"
sample_type,sediment cores,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[7616, 7630]"
instrument,time-of-flight secondary ion mass spectrometry (ToF-SIMS),10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[13808, 13866]"
ionization_method,nanospray desorption electrospray ionization,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[14023, 14067]"
sample_type,"lipid biomarkers in modern and fossilized marine microbial mats, environmental samples",10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[13878, 13943]"
ionization_method,MALDI,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[14520, 14525]"
sample_type,labile compounds,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[14592, 14608]"
facility,University of Bremen,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[15146, 15166]"
ionization_method,MALDI-MS,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[18101, 18109]"
sample_type,sediments,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[18088, 18097]"
ionization_method,atmospheric pressure photoionization (APPI),10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[22235, 22278]"
instrument,FT-ICR MS,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[24446, 24455]"
instrument,Orbitraps,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[25947, 25956]"
sample_type,complex natural materials,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[27441, 27466]"
ionization_method,atmospheric pressure chemical ionization (APCI),10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[28892, 28939]"
sample_type,geochemical samples,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[28783, 28802]"
instrument,FT-ICR MS,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[29884, 29893]"
instrument,FT-ICR MS,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[30913, 30922]"
ionization_method,Negative-ion ESI,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[31207, 31223]"
instrument,FT-ICR MS,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[31338, 31348]"
ionization_method,ESI ion source,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[31646, 31660]"
instrument,Orbitrap mass spectrometer detector,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[33502, 33537]"
sample_type,geological sample extracts,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[33454, 33482]"
instrument,liquid chromatography-high resolution multistage mass spectrometry,10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[39162, 39228]"
sample_type,"Ni, VO, Cu, Zn and Mn geoporphyrins",10.2138/gselements.18.2.107,10_2138_gselements_18_2_107.pdf,"[39123, 39158]"
sample_type,"1,4-Dioxane-metabolizing bacteria",10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[3556, 3589]"
sample_type,enriched cultures,10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[3723, 3740]"
sample_type,microorganisms of interest,10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[3432, 3458]"
sample_type,extracted DNA,10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[4820, 4833]"
facility,"Florida State University, Department of Biological Science, Core Facilities",10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[4851, 4926]"
software_tools,Molecular Evolutionary Genetics Analysis version 11 (MEGA11),10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[5217, 5277]"
software_tools,vsearch 2.21.1,10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[5342, 5356]"
sample_type,"1,4-dioxane and protein (representing biomass)",10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[6834, 6880]"
sample_type,"1,4-Dioxane concentration in the experiment at time t",10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[7679, 7732]"
sample_type,"1,4-dioxane intermediates",10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[11025, 11050]"
sample_type,chemical oxygen demand (COD) concentrations,10.2166/wst.2024.139,10_2166_wst_2024_139.pdf,"[12246, 12289]"
sample_type,Elemental Analysis (wt.%),10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[1943, 1968]"
instrument,Parr Instruments semimicro calorimeter,10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[5642, 5680]"
sample_type,feedstocks and biocrudes,10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[5512, 5536]"
facility,Mainstream Engineering,10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[5555, 5577]"
instrument,Shimadzu FT-IR spectrometer,10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[6639, 6666]"
sample_type,biocrude and char products,10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[6609, 6635]"
software_tools,"known databases 35, 36",10.26434/chemrxiv-2022-0k0jg,10_26434_chemrxiv-2022-0k0jg.pdf,"[6807, 6829]"
software_tools,MØD platform,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[246, 258]"
software_tools,Gephi,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[14414, 14419]"
instrument,FT-ICR-MS,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[15607, 15616]"
sample_type,supernatant,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[15551, 15562]"
instrument,custom-built FT-ICR mass spectrometer,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[16002, 16039]"
sample_type,inorganic salt clusters,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[17095, 17118]"
instrument,FT-ICR-MS,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[19095, 19104]"
sample_type,laboratory experiments,10.26434/chemrxiv-2024-nj0p6,10_26434_chemrxiv-2024-nj0p6.pdf,"[19055, 19077]"
sample_type,Vegetation and soil samples,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[2770, 2797]"
sample_type,DOC concentration,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[7232, 7249]"
sample_type,1 DOC over 28 days,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[7251, 7269]"
sample_type,percent of biodegradable dissolved organic carbon (BDOC),10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[7275, 7331]"
instrument,Shimadzu TOC-L CPH,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[9925, 9943]"
sample_type,Dissolved organic carbon concentrations of the bioincubation sample sets,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[9833, 9905]"
instrument,21 tesla Fourier transform ion cyclotron resonance mass spectrometer,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[11137, 11205]"
ionization_method,electrospray ionization (ESI),10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[11485, 11514]"
sample_type,DOM extracts of initial and final control bioincubation samples for each site,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[11340, 11417]"
facility,"National High Magnetic Field Laboratory, Tallahassee, FL, United States",10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[11218, 11289]"
ionization_method,ESI-FT-ICR MS,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[11575, 11588]"
instrument,FT-ICR MS,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[14187, 14196]"
sample_type,stream and leachate DOM,10.3389/feart.2019.00275,10_3389_feart_2019_00275.pdf,"[14019, 14042]"
sample_type,methane,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[2004, 2011]"
sample_type,seawater,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[2392, 2400]"
sample_type,particulate matter,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[2573, 2591]"
sample_type,chlorophyll a (Chl a ),10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[2593, 2615]"
sample_type,nutrients,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[2621, 2630]"
sample_type,DOC concentrations,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[8130, 8148]"
instrument,headspace gas chromatography,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[9437, 9465]"
sample_type,particulate nutrient analyses,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[8562, 8591]"
sample_type,Dissolved methane concentration,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[9947, 9978]"
instrument,custom-built 9.4 T Fourier transform ion cyclotron resonance mass spectrometer,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[11120, 11198]"
sample_type,DOM mass spectra,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[11082, 11098]"
facility,National High Magnetic Field Laboratory [NHMFL],10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[11223, 11270]"
ionization_method,electrospray ionization (ESI),10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[11367, 11396]"
sample_type,Molecular formula assignments,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[12279, 12308]"
software_tools,R,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[14515, 14516]"
software_tools,Vegan,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[14584, 14589]"
software_tools,FactoMineR,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[14614, 14624]"
software_tools,MASS,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[14647, 14651]"
software_tools,indicspecies,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[14685, 14697]"
sample_type,molecular formula lists,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[15256, 15279]"
software_tools,Vegan package in R,10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[16096, 16114]"
facility,"CAGE (Centre for Gas Hydrate, Environment and Climate)",10.3389/feart.2020.552731,10_3389_feart_2020_552731.pdf,"[17553, 17607]"
sample_type,Surface water samples,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[2345, 2366]"
instrument,Shimadzu TOC-Vcph,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[4655, 4672]"
sample_type,Filtrate (~20 mL) for DOC quantification,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[4441, 4466]"
instrument,custom-built hybrid linear ion trap FT-ICR mass spectrometer,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[7592, 7652]"
instrument,FT-ICR MS,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[8513, 8522]"
ionization_method,micro-electrospray,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[8586, 8604]"
software_tools,PetroOrg software (version 18.0.5),10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[10317, 10350]"
ionization_method,electrospray ionization,10.3389/fenvs.2024.1379238,10_3389_fenvs_2024_1379238.pdf,"[13206, 13229]"
sample_type,Dimethylglyoxime,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[1824, 1840]"
sample_type,Ni stock solution,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[1992, 2009]"
sample_type,Ferrioxamine E and cyanocobalamin standards,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[2101, 2144]"
sample_type,Methanol extracts,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[4183, 4200]"
sample_type,Frozen samples,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[4909, 4923]"
instrument,controlled growth mercury electrode,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[5481, 5516]"
sample_type,Elevenpoint titrations,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[5423, 5445]"
instrument,Element XR Inductively Coupled Plasma Mass Spectrometer,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[8167, 8222]"
sample_type,Dissolved Cu and Ni,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[7833, 7852]"
ionization_method,ESIMS,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[8408, 8413]"
sample_type,Organic ligand samples from solid phase extraction,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[8432, 8482]"
instrument,Orbitrap Fusion,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[10130, 10145]"
ionization_method,heated electrospray ionization (ESI),10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[10198, 10234]"
ionization_method,ESI,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[10243, 10246]"
instrument,custom-built FT-ICR mass spectrometer,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[11734, 11771]"
sample_type,Organic extract samples,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[11534, 11557]"
ionization_method,microelectrospray,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[12111, 12128]"
ionization_method,quadrupole mass filtering,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[12890, 12915]"
sample_type,compounds AD,10.3389/fmars.2016.00243,10_3389_fmars_2016_00243.pdf,"[12977, 12989]"
sample_type,Surface water samples,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[63, 84]"
sample_type,water samples,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[991, 1004]"
sample_type,Sample filtrates,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[1946, 1962]"
ionization_method,FT-ICR MS,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[2040, 2049]"
instrument,Shimadzu TOCL CPH analyzer,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[3287, 3313]"
sample_type,"Dissolved organic carbon concentrations from T0, T1, and T60 water samples and SPE-DOC extracts",10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[3126, 3221]"
instrument,FT-ICR MS,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[4807, 4816]"
sample_type,DOM extracts,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[4847, 4859]"
instrument,4 T Fourier transform ion cyclotron resonance mass spectrometer,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[4910, 4973]"
ionization_method,electrospray ionization (ESI),10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[5104, 5148]"
sample_type,Samples,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[5150, 5157]"
facility,"National High Magnetic Field Laboratory (NHMFL, Florida State University, Tallahassee, FL, United States)",10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[4993, 5098]"
software_tools,PetroOrg software,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[5862, 5879]"
instrument,FT-ICR MS,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[7594, 7603]"
dataset_accession,BCO-DMO 472758,10.3389/fmars.2021.781580,10_3389_fmars_2021_781580.pdf,"[7484, 7498]"
sample_type,Surface water samples,10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[49, 70]"
instrument,Shimadzu TOC -LCPH analyzer,10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[4070, 4097]"
sample_type,DOC concentrations,10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[4253, 4271]"
instrument,9.4 T Fourier transform ion cyclotron resonance mass spectrometer (FT-ICR MS),10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[5069, 5146]"
ionization_method,electrospray ionization (ESI); negative mode,10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[5258, 5301]"
sample_type,DOM extracts,10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[4979, 4991]"
facility,"National High Magnetic Field Laboratory (NHMFL, Florida State University, Tallahassee, FL, U.S.A.)",10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[5154, 5252]"
sample_type,precipitation data,10.3389/fmars.2022.855720,10_3389_fmars_2022_855720.pdf,"[8072, 8090]"
sample_type,DNA,10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[1093, 1096]"
dataset_accession,SRP093781,10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[2734, 2743]"
sample_type,metagenomic data,10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[2445, 2461]"
instrument,Illumina HiSeq,10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[2954, 2968]"
sample_type,reads from genes potentially involved in polysaccharide processing (CAZymes),10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[3217, 3293]"
instrument,Metrohm 881 Compact IC pro,10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[6051, 6077]"
sample_type,permafrost filtrates,10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[5975, 5995]"
instrument,Fourier-Transform Ion-Cyclotron-Resonance Mass Spectrometry (FT-ICR MS),10.3389/fmicb.2020.01753,10_3389_fmicb_2020_01753.pdf,"[7107, 7178]"
